ACCESSION_NUMBER	REPORTCALENDARORQUARTER	ISAMENDMENT	AMENDMENTNO	AMENDMENTTYPE	CONFDENIEDEXPIRED	DATEDENIEDEXPIRED	DATEREPORTED	REASONFORNONCONFIDENTIALITY	FILINGMANAGER_NAME	FILINGMANAGER_STREET1	FILINGMANAGER_STREET2	FILINGMANAGER_CITY	FILINGMANAGER_STATEORCOUNTRY	FILINGMANAGER_ZIPCODE	REPORTTYPE	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	PROVIDEINFOFORINSTRUCTION5	ADDITIONALINFORMATION
0001324022-23-000009	30-SEP-2023								Connolly Sarah T.	C/O NIXON PEABODY LLP, EXCHANGE PLACE	53 STATE STREET	BOSTON	MA	02109-2835	13F HOLDINGS REPORT	028-20635			N	
0001085146-23-003842	30-SEP-2023	N							Financial Guidance Group, Inc.	788 Samantha Drive		Palm Harbor	FL	34683	13F HOLDINGS REPORT	028-22546	000108799	801-80958	N	
0001324022-23-000008	30-SEP-2023								Moreno Evelyn V	C/O NIXON PEABODY	53 STATE STREET	BOSTON	MA	02109-2835	13F COMBINATION REPORT	028-15768			N	
0001096783-23-000004	30-SEP-2023								BAXTER BROS INC	1030 EAST PUTNAM AVE		RIVERSIDE	CT	06878	13F HOLDINGS REPORT	028-05169	000106548		N	
0001324022-23-000007	30-SEP-2023								Rosenbaum Jay D.	C/O NIXON PEABODY LLP	53 STATE STREET	BOSTON	MA	02109-2835	13F COMBINATION REPORT	028-16380			N	
0001398344-23-019566	30-SEP-2023	N							TFC Financial Management, Inc.	260 FRANKLIN STREET	SUITE 1888	BOSTON	MA	02110	13F HOLDINGS REPORT	028-20374	000105062	801-17784	N	
0001324022-23-000006	30-SEP-2023								COHEN LAWRENCE B	C/O NIXON PEABODY LLP	53 STATE STREET	BOSTON	MA	02109-2835	13F HOLDINGS REPORT	028-12074			N	
0001678378-23-000004	30-SEP-2023								Mass General Brigham, Inc	101 MERRIMAC STREET	8TH FLOOR INVESTMENT OFFICE	BOSTON	MA	02114	13F HOLDINGS REPORT	028-17485			N	
0001427202-23-000010	30-SEP-2023								Busey Trust CO	201 W MAIN ST		URBANA	IL	61801	13F HOLDINGS REPORT	028-12957			N	
0000049969-23-000005	30-SEP-2023								CIGNA INVESTMENTS INC /NEW	900 COTTAGE GROVE ROAD	A5LGL	BLOOMFIELD	CT	06002	13F HOLDINGS REPORT	028-00318			N	
0001121477-23-000007	30-SEP-2023								BOYD WATTERSON ASSET MANAGEMENT LLC/OH	1301 EAST NINTH STREET	STE 2900	CLEVELAND	OH	44114	13F HOLDINGS REPORT	028-05921			N	
0001580642-23-005646	30-SEP-2023	N							Copeland Capital Management, LLC	161 Washington Street, Suite 1325	Eight Tower Bridge	Conshohocken	PA	19428	13F COMBINATION REPORT	028-14668			N	
0001315059-23-000007	30-SEP-2023								Suncoast Equity Management	5550 W. EXECUTIVE DRIVE	SUITE 320	TAMPA	FL	33609	13F HOLDINGS REPORT	028-11066	000108289	801-62262	N	
0001420506-23-001858	30-SEP-2023	N							RMR Wealth Builders	111 Grove Street	Suite 203	Montclair	NJ	07042	13F HOLDINGS REPORT	028-20194			N	
0001665446-23-000004	30-SEP-2023								HOME FEDERAL BANK OF TENNESSEE	TRUST DIVISION	515 MARKET STREET - SUITE 500	KNOXVILLE	TN	37902	13F HOLDINGS REPORT	028-17144			N	
0000312272-23-000018	30-SEP-2023								COMMONWEALTH EQUITY SERVICES, LLC	29 SAWYER ROAD	ONE UNIVERSITY OFFICE PARK	WALTHAM	MA	02453-3483	13F HOLDINGS REPORT	028-18352	000008032	801-41541	N	
0001214659-23-013776	30-SEP-2023	N							Cavalier Investments, LLC	12600 DEERFIELD PARKWAY	SUITE #100	ALPHARETTA	GA	30004	13F HOLDINGS REPORT	028-17041			N	
0001930346-23-000007	30-SEP-2023								Spartan Fund Management Inc.	150 KING ST. WEST	SUITE 200	TORONTO, ONTARIO	Z4	M5H 1J9	13F HOLDINGS REPORT	028-22548			N	
0000831571-23-000007	30-SEP-2023								ST GERMAIN D J CO INC	PO BOX 15649		SPRINGFIELD	MA	01115	13F HOLDINGS REPORT	028-06725			N	
0001104659-23-110704	30-SEP-2023	N							INDEPENDENT INVESTORS INC	181 Smithtown Blvd		Nesconset	NY	11767	13F HOLDINGS REPORT	028-05873	000105677	801-19338	N	
0001592579-23-000006	30-SEP-2023								Trinity Street Asset Management LLP	1 CAVENDISH PLACE		LONDON	X0	W1G 0QF	13F HOLDINGS REPORT	028-15707			N	
0001705819-23-000084	30-SEP-2023	N							Palmer Knight Co	1022 Park Street	Suite 402	Jacksonville	FL	32204	13F HOLDINGS REPORT	028-19185	000112983	801-101490	N	
0001737871-23-000004	30-SEP-2023								LFA - Lugano Financial Advisors SA	VIA F. PELLI 3		LUGANO	V8	6900	13F HOLDINGS REPORT	028-18897			N	
0001580862-23-000004	30-SEP-2023								HSBC Global Asset Management (UK) Ltd	LEVEL 36, 8 CANADA SQUARE	CANARY WHARF	LONDON	X0	E145HQ	13F NOTICE	028-15540			N	
0001420506-23-001856	30-SEP-2023	N							Compagnie Lombard Odier SCmA	RUE DE LA CORRATERIE 18		1204 GENEVA	V8	CH1204	13F COMBINATION REPORT	028-16235			N	
0001398344-23-019548	30-SEP-2023	N							FAS Wealth Partners, Inc.	4747 WEST 135TH STREET		LEAWOOD	KS	66224	13F HOLDINGS REPORT	028-15702	000109796	801-19282	N	
0001012975-23-000438	30-SEP-2023								WELLCOME TRUST LTD (THE) as trustee of the WELLCOME TRUST	215 EUSTON ROAD		LONDON	X0	NW1 2BE	13F HOLDINGS REPORT	028-13413			N	
0001540880-23-000008	30-SEP-2023								FJARDE AP-FONDEN /FOURTH SWEDISH NATIONAL PENSION FUND	P.O. BOX 3069		STOCKHOLM	V7	SE 10361	13F HOLDINGS REPORT	028-14940			N	
0001140361-23-049103	30-SEP-2023	N							SUMITOMO LIFE INSURANCE CO	2-2-1, YAESU, CHUO-KU		TOKYO	M0	104-8430	13F COMBINATION REPORT	028-04674			N	
0001908433-23-000004	30-SEP-2023								Kathleen S. Wright Associates Inc.	61 MCMURRAY ROAD	SUITE 204	PITTSBURGH	PA	15241	13F HOLDINGS REPORT	028-21575	000121300	801-62560	N	
0001574010-23-000004	30-SEP-2023								Lowe Wealth Advisors, LLC	6230 OLD DOBBIN LANE; SUITE 170		COLUMBIA	MD	21045	13F HOLDINGS REPORT	028-17052	000157906	801-72431	N	
0001842787-23-000005	30-SEP-2023								Newton One Investments LLC	131 CONTINENTAL DRIVE	SUITE 206	NEWARK	DE	19713	13F HOLDINGS REPORT	028-20475	000147048	801-69525	N	
0001790688-23-000005	30-SEP-2023								Capital Planning LLC	10900 NE 4TH ST.	SUITE 2300	BELLEVUE	WA	98004	13F HOLDINGS REPORT	028-20982	000169470	801-79115	N	
0000838618-23-000004	30-SEP-2023								PDS Planning, Inc	475 METRO PL S., STE 460		DUBLIN	OH	43017	13F HOLDINGS REPORT	028-18459	000106895	801-33041	N	
0001894921-23-000005	30-SEP-2023								Whelan Financial	7700 N. PALM AVE	SUITE 201	FRESNO	CA	93711	13F HOLDINGS REPORT	028-21428	000107227	801-40071	N	
0001725888-23-000012	30-SEP-2023								Steward Financial Group LLC	26 MAIN STREET		COLLEYVILLE	TX	76034	13F HOLDINGS REPORT	028-21584			N	
0001725888-23-000011	30-SEP-2023								PrairieView Partners, LLC	413 WACOUTA STREET	#300	ST. PAUL	MN	55101	13F HOLDINGS REPORT	028-18274			N	
0001950158-23-000004	30-SEP-2023								Lodestone Wealth Management LLC	9 S WASHINGTON ST STE 211		SPOKANE	WA	99201	13F COMBINATION REPORT	028-22872	000151115	801-120040	N	
0001725888-23-000010	30-SEP-2023								Lester Murray Antman dba SimplyRich	2601 JEFFERSON STREET #407		CARLSBAD	CA	92008	13F HOLDINGS REPORT	028-18236			N	
0001664212-23-000005	30-SEP-2023								Barwick & Partners, Inc.	3825 INTERLAKE AVE N		SEATTLE	WA	98103	13F NOTICE	028-17243	000174336	801-100460	N	
0001062993-23-019604	30-SEP-2023	N							Brookstone Capital Management	1745 SOUTH NAPERVILLE ROAD	SUITE 200	WHEATON	IL	60189	13F HOLDINGS REPORT	028-15771	000141413	801-68010	N	
0001369702-23-000011	30-SEP-2023								AMI ASSET MANAGEMENT CORP	10866 WILSHIRE BLVD STE 770		LOS ANGELES	CA	90024	13F HOLDINGS REPORT	028-11962			N	
0001838234-23-000006	30-SEP-2023								Hemington Wealth Management	7651 LEESBURG PIKE		FALLS CHURCH	VA	22043	13F HOLDINGS REPORT	028-20505			N	
0001387131-23-012487	30-SEP-2023								Exeter Trust Co	290 Woodcliff Drive		Fairport	NY	14450	13F NOTICE	028-04279			N	
0001838234-23-000005	30-SEP-2023								BCR Wealth Strategies, LLC	1952 URBAN CENTER PARKWAY		VESTAVIA	AL	35173	13F HOLDINGS REPORT	028-21790			N	
0001705819-23-000083	30-SEP-2023	N							OUTFITTER FINANCIAL LLC	14 Maine Street	Suite 406	Brunswick	ME	04011	13F HOLDINGS REPORT	028-21040	000291413	801-112316	N	
0001387131-23-012486	30-SEP-2023								Manning & Napier Advisors LLC	290 Woodcliff Drive		Fairport	NY	14450	13F NOTICE	028-00866	000105992	801-10733	N	
0001387131-23-012484	30-SEP-2023								Manning & Napier Fund, Inc.	290 Woodcliff Drive		Fairport	NY	14450	13F NOTICE	028-04273			N	
0001387131-23-012483	30-SEP-2023								Manning & Napier Group, LLC	290 Woodcliff Drive		Fairport	NY	14450	13F HOLDINGS REPORT	028-18256			N	
0001737090-23-000005	30-SEP-2023								FARMERS & MERCHANTS TRUST Co OF LONG BEACH	302 PINE AVE.		LONG BEACH	CA	90802	13F HOLDINGS REPORT	028-19173			N	
0000752365-23-000004	30-SEP-2023								WALTER & KEENAN WEALTH MANAGEMENT LLC /IN/ /ADV	202 S. MICHIGAN	SUITE 910	SOUH BEND	IN	46601	13F HOLDINGS REPORT	028-16127	000104838	801-22367	N	
0000950123-23-008947	30-SEP-2023	N							Linse Capital LLC	53 Calle Palmeras	Suite 601	San Juan	PR	00901	13F HOLDINGS REPORT	028-22242			Y	Linse Capital LLC serves as the manager of Linse Capital CP, LLC, Linse Capital CP II, LLC, Linse Capital CP III, LLC, Linse Capital CP IV, LLC, Linse Capital CP V, LLC and  Linse Capital VAL, LLC.
0000950123-23-008946	30-SEP-2023	N							Linse Capital Management PR LLC	53 CALLE PALMERAS	SUITE 601	San Juan	PR	00901	13F HOLDINGS REPORT	028-21798			Y	Linse Capital Management PR LLC serves as the manager of Linse Capital CP VI GP LP, which serves as the General Partner of Linse Capital CP VI LLC.
0000950123-23-008942	30-SEP-2023	N							Cisco Systems, Inc.	170 West Tasman Dr		San Jose	CA	95134-1706	13F HOLDINGS REPORT	028-14494		28-14494	N	
0000950123-23-008943	30-SEP-2023	N							Cisco Systems International B.V.	Haarlerbergpark	Haarlerbergweg 13-19	Amsterdam	P7	1101CH	13F NOTICE	028-14495		28-14495	Y	*Signed pursuant to Power of Attorney dated July 18, 2023 (incorporated by reference to Exhibit A to Form 13F-NT filed with the Securities and Exchange Commission by Cisco Systems International B.V. on July 21, 2023).
0000894189-23-007700	30-SEP-2023	N							Hoya Capital Real Estate, LLC	137 ROWAYTON AVENUE, SUITE 430		ROWAYTON	CT	06853	13F COMBINATION REPORT	028-21631			N	
0001692252-23-000004	30-SEP-2023								ARTHUR M. COHEN & ASSOCIATES, LLC	1033 SKOKIE BOULEVARD	SUITE 200	NORTHBROOK	IL	60062	13F HOLDINGS REPORT	028-17597	000105894	801-35752	N	
0001140361-23-049026	30-SEP-2023	N							PRIVATE ASSET MANAGEMENT INC	5348 CARROLL CANYON RD	#200	SAN DIEGO	CA	92121	13F HOLDINGS REPORT	028-03581			N	
0001085146-23-003840	30-SEP-2023	N							Lantz Financial LLC	1733 PARK STREET	SUITE 350	NAPERVILLE	IL	60563	13F HOLDINGS REPORT	028-19475	000297573	801-114035	N	
0001849683-23-000005	30-SEP-2023								TNF LLC	3178 GABEL ROAD		BILLINGS	MT	59102	13F HOLDINGS REPORT	028-21433	000309126		N	
0001705819-23-000082	30-SEP-2023	N							GRITSTONE ASSET MANAGEMENT LLC	4800 Hampden Lane	Suite 200	Bethesda	MD	20814	13F HOLDINGS REPORT	028-22852	000298500	801-126531	N	
0001846161-23-000004	30-SEP-2023								OAK FAMILY ADVISORS, LLC	150 N WACKER DRIVE	SUITE 1760	CHICAGO	IL	60606	13F HOLDINGS REPORT	028-20782	000141332	801-108109	N	
0001085146-23-003839	30-SEP-2023	N							Linden Thomas Advisory Services, LLC	516 North Tryon Street	Suite 200	Charlotte	NC	28202	13F HOLDINGS REPORT	028-23127	000288557	801-110683	N	
0000950123-23-008933	30-SEP-2023	N							SILCHESTER PARTNERS LTD	Time & Life Building	1 Bruton Street	London	X0	W1J6TL	13F NOTICE	028-12123			N	
0001986042-23-000019	30-SEP-2023								RETIREMENT FINANCIAL SOLUTIONS, LLC	9725 COGDILL ROAD	SUITE 101	KNOXVILLE	TN	37932	13F HOLDINGS REPORT	028-22734	000285347	801-123504	N	
0001398344-23-019509	30-SEP-2023	N							HCR Wealth Advisors	10866 WILSHIRE BLVD #1600		LOS ANGELES	CA	90024	13F HOLDINGS REPORT	028-17911	000108676	801-56452	N	
0001398344-23-019507	30-SEP-2023	N							Covenant Partners, LLC	P.O. BOX 158187		NASHVILLE	TN	37215	13F HOLDINGS REPORT	028-19281	000110137	801-62178	N	
0000950123-23-008931	30-SEP-2023	N							Silchester Continuation Ltd	TIME AND LIFE BUILDING, 1 BRUTON STREET		London	X0	W1J6TL	13F NOTICE	028-17554			N	
0001085146-23-003838	30-SEP-2023	N							Sunesis Advisors, LLC	6750 W 93RD STREET		OVERLAND PARK	KS	66212	13F HOLDINGS REPORT	028-18858	000173220	801-110161	N	
0000950123-23-008929	30-SEP-2023	N							Silchester International Investors LLP	TIME & LIFE BUILDING	1 Bruton Street	London	X0	W1J 6TL	13F HOLDINGS REPORT	028-14054	000110987	801-49530	N	
0001792704-23-000009	30-SEP-2023								Avion Wealth	2829 TECHNOLOGY FOREST BLVD #300		THE WOODLANDS	TX	77381	13F HOLDINGS REPORT	028-19603			N	
0001799284-23-000004	30-SEP-2023								Modus Advisors, LLC	23505 SMITHTOWN ROAD	#290	EXCELSIOR	MN	55331	13F HOLDINGS REPORT	028-19655			N	
0001966355-23-000004	30-SEP-2023								Tillman Hartley LLC	3208 E COLONIAL DRIVE #308		ORLANDO	FL	32803-5127	13F HOLDINGS REPORT	028-23138	000109479	801-56787	N	
0001172661-23-003475	30-JUN-2023	Y	1	RESTATEMENT	N				KELLEHER FINANCIAL ADVISORS	100 Wall Street	Suite 804	New York	NY	10005	13F HOLDINGS REPORT	028-14077	000126021	801-62029	N	
0001706836-23-000010	30-SEP-2023								BFSG, LLC	2040 MAIN STREET	SUITE 150	IRVINE	CA	92614	13F HOLDINGS REPORT	028-18081	000143617	801-67796	N	
0001062993-23-019596	30-SEP-2023	N							One Day In July LLC	77 COLLEGE ST. #3A		BURLINGTON	VT	05401	13F HOLDINGS REPORT	028-20360	000284335		N	
0001172661-23-003474	30-SEP-2023	N							Signet Investment Advisory Group, Inc.	101 Dyer Street, Suite 3c		Providence	RI	02903	13F HOLDINGS REPORT	028-18998	000123910	801-61636	N	
0001845003-23-000004	30-SEP-2023								Golden State Equity Partners	201 E SANDPOINTE AVE. SUITE 460		SOUTH COAST METRO	CA	92707	13F HOLDINGS REPORT	028-20606			N	
0000950123-23-008922	30-SEP-2023	N							J.H. Whitney Equity Partners VII, LLC	212 Elm Street		New Canaan	CT	06840	13F HOLDINGS REPORT	028-22147			N	
0001172661-23-003473	30-SEP-2023	N							Veritas Asset Management LLP	1 SMART'S PLACE		London	X0	WC2B 5LW	13F HOLDINGS REPORT	028-14794	000174314	801-89169	N	
0001078635-23-000004	30-SEP-2023								WINDWARD CAPITAL MANAGEMENT CO /CA	11111 SANTA MONICA BLVD.	SUITE 1200	LOS ANGELES	CA	90025	13F HOLDINGS REPORT	028-11829	000106908	801-50819	N	
0000893738-23-000004	30-SEP-2023								DELTA CAPITAL MANAGEMENT LLC	157 BROAD STREET	SUITE 303	RED BANK	NJ	07701	13F HOLDINGS REPORT	028-03320	000106248	801-64169	N	
0001903786-23-000004	30-SEP-2023								Highview Capital Management LLC/DE/	2150 E LAKE COOK RD	SUITE 820	BUFFALO GROVE	IL	60089	13F HOLDINGS REPORT	028-21516	000306195	801-121296	N	
0001172661-23-003472	30-SEP-2023	N							MPS Loria Financial Planners, LLC	7500 S. County Line Road		Burr Ridge	IL	60527	13F HOLDINGS REPORT	028-18147	000122866	801-66518	N	
0001906967-23-000003	30-SEP-2023								Evolution Advisers, Inc.	2917 WEST LEIGH STREET		RICHMOND	VA	23230	13F HOLDINGS REPORT	028-21683			N	
0001649107-23-000006	30-SEP-2023								Moisand Fitzgerald Tamayo, LLC	300 SOUTH ORANGE AVENUE	SUITE 1170	ORLANDO	FL	32801	13F HOLDINGS REPORT	028-17140			N	
0001768928-23-000006	30-SEP-2023								Frost Investment Services, LLC	111 W HOUSTON ST		SAN ANTONIO	TX	78205	13F NOTICE	028-19486			N	
0001596901-23-000005	30-SEP-2023								Pettee Investors, Inc.	137 ROWAYTON AVENUE	SUITE 430	ROWAYTON	CT	06853	13F COMBINATION REPORT	028-15774			N	
0001921487-23-000005	30-SEP-2023								Beacon Capital Management, LLC	751 COOL SPRINGS BLVD	STE 106	FRANKLIN	TN	37067	13F HOLDINGS REPORT	028-22525			N	
0001214659-23-013744	30-SEP-2023	N							QUATTRO FINANCIAL ADVISORS LLC	1725 Hughes Landing Blvd.	Suite 845	The Woodlands	TX	77380	13F HOLDINGS REPORT	028-18064			N	
0001044929-23-000014	30-SEP-2023								ATWOOD & PALMER INC	4520 MADISON AVE	SUITE 200	KANSAS CITY	MO	64111	13F HOLDINGS REPORT	028-06528			N	
0001941040-23-000290	30-SEP-2023	N							MORGAN DEMPSEY CAPITAL MANAGEMENT LLC	111 Heritage Reserve	Suite 200	Menomonee Falls	WI	53051	13F COMBINATION REPORT	028-06620	000106288	801-48064	N	
0001973783-23-000003	30-SEP-2023								O'Connor Financial Group LLC	511 MAINE STREET		QUINCY	IL	62301	13F HOLDINGS REPORT	028-23180	000168636		N	
0001705819-23-000081	30-SEP-2023	N							RESTON WEALTH MANAGEMENT LLC	1984 Isaac Newton Sq W, Suite 107		Reston	VA	20190	13F COMBINATION REPORT	028-19107	000148816	801-70555	N	
0001008895-23-000004	30-SEP-2023								SCHMIDT P J INVESTMENT MANAGEMENT INC	W62 N570 WASHINGTON AVE	PO BOX 148	CEDARBURG	WI	53012	13F HOLDINGS REPORT	028-03627			N	
0001763722-23-000004	30-SEP-2023								Meridian Financial Partners LLC	39 S. 4TH STREET		WARRENTON	VA	20186	13F HOLDINGS REPORT	028-18963			N	
0001172661-23-003471	30-SEP-2023	N							Avestar Capital, LLC	400 Madison Avenue	Suite 11d	New York	NY	10017	13F HOLDINGS REPORT	028-18561	000287525	801-110020	N	
0000919574-23-005759	31-MAR-2023	Y	1	NEW HOLDINGS	N				Kosmin Fund Ltd	Craigmuir Chambers	Box 71	Road Town	D8	VG1110	13F NOTICE	028-22661			N	
0001398344-23-019494	30-SEP-2023	N							Echo Wealth Management, LLC	3033 CAMPUS DRIVE	SUITE N145	PLYMOUTH	MN	55441	13F HOLDINGS REPORT	028-21057	000174136	801-117873	N	
0000950123-23-008914	30-SEP-2023	N							Bremer Bank National Association	372 ST PETER STREET		ST PAUL	MN	55102	13F HOLDINGS REPORT	028-19498			N	
0000919574-23-005754	31-MAR-2023	Y	1	NEW HOLDINGS	N				Bizma Investimentos Ltda	Avenida Brigadeiro Faria Lima	1355 - 21 andar	Sao Paulo	D5	04538-132	13F HOLDINGS REPORT	028-22660			N	
0001801892-23-000005	30-SEP-2023								Future Financial Wealth Managment LLC	7817 COOPER ROAD	STE. D	CINCINNATI	OH	45242	13F HOLDINGS REPORT	028-20546			N	
0001993607-23-000007	30-SEP-2023								Borer Denton & Associates, Inc.	610 SENTRY PARKWAY SUITE 100		BLUE BELL	PA	19422-2314	13F HOLDINGS REPORT	028-23400	000135729	801-66225	N	
0000740272-23-000009	30-SEP-2023								HGK ASSET MANAGEMENT INC	525 WASHINGTON BLVD	SUITE 2000	JERSEY CITY	NJ	07310	13F HOLDINGS REPORT	028-01321			N	
0001080576-23-000008	30-SEP-2023	Y	1	RESTATEMENT					SILVER OAK SECURITIES, INCORPORATED	403 N. PARKWAY	STE 101	JACKSON	TN	38305	13F HOLDINGS REPORT	028-22469			N	
0001738723-23-000005	30-SEP-2023								West Branch Capital LLC	9 RESEARCH DRIVE, SUITE 1	PO BOX 2067	AMHERST	MA	01004	13F HOLDINGS REPORT	028-18735	000133813		N	
0000919574-23-005752	31-DEC-2022	Y	1	NEW HOLDINGS	N				Kosmin Fund Ltd	Craigmuir Chambers	Box 71	Road Town	D8	VG1110	13F NOTICE	028-22661			N	
0000919574-23-005751	31-DEC-2022	Y	1	NEW HOLDINGS	N				Bizma Investimentos Ltda	Avenida Brigadeiro Faria Lima	1355 - 21 andar	Sao Paulo	D5	04538-132	13F HOLDINGS REPORT	028-22660			N	
0001904423-23-000007	30-SEP-2023								Custos Family Office, LLC	5503 S. UNIVERSITY BLVD.		GREENWOOD VILLAGE	CO	80121	13F HOLDINGS REPORT	028-21692			N	
0000919574-23-005750	30-SEP-2022	Y	1	NEW HOLDINGS	N				Kosmin Fund Ltd	Craigmuir Chambers	Box 71	Road Town	D8	VG1110	13F NOTICE	028-22661			N	
0001623678-23-000004	30-SEP-2023								PLIMOTH TRUST CO LLC	330 SWANSEA MALL DRIVE		SWANSEA	MA	02777	13F HOLDINGS REPORT	028-18957			N	
0000919574-23-005749	30-SEP-2022	Y	1	NEW HOLDINGS	N				Bizma Investimentos Ltda	Avenida Brigadeiro Faria Lima	1355 - 21 andar	Sao Paulo	D5	04538-132	13F HOLDINGS REPORT	028-22660			N	
0001772031-23-000005	30-SEP-2023								LAKE STREET FINANCIAL LLC	128 NORTH MAY STREET	FLOOR 2	CHICAGO	IL	60607	13F HOLDINGS REPORT	028-19464	000296761	801-113228	N	
0001546865-23-000003	30-SEP-2023								Ascent Wealth Partners, LLC	89 GENESEE STREET		NEW HARTFORD	NY	13413	13F HOLDINGS REPORT	028-19148			N	
0001632105-23-000004	30-SEP-2023								MITCHELL MCLEOD PUGH & WILLIAMS INC	2610 DAUPHIN STREET		MOBILE	AL	36606	13F HOLDINGS REPORT	028-16379	000138240	801-65005	N	
0000878228-23-000008	30-SEP-2023								WENDELL DAVID ASSOCIATES INC	1 NEW HAMPSHIRE AVENUE, SUITE 300		PORTSMOUTH	NH	03801-2904	13F HOLDINGS REPORT	028-02940			N	
0001891201-23-000007	30-SEP-2023								MARYLAND CAPITAL ADVISORS INC.	7 CHESTER PLAZA		CHESTER	MD	21619	13F HOLDINGS REPORT	028-21551	000134875	801-68593	N	
0000950123-23-008912	30-SEP-2023	N							VILLERE ST DENIS J & CO LLC	601 Poydras St.	Suite 1808	New Orleans	LA	70130	13F HOLDINGS REPORT	028-04539	000105159	801-702	N	
0001067324-23-000004	30-SEP-2023								MOUNTAIN PACIFIC INVESTMENT ADVISERS INC/ID	877 MAIN STREET	SUITE 704	BOISE	ID	83702	13F HOLDINGS REPORT	028-07234	000104749		N	
0001831132-23-000003	30-SEP-2023								Windmill Hill Asset Management Ltd	WINDMILL HILL	SILK STREET	WADDESDON	X0	HP18 0JZ	13F HOLDINGS REPORT	028-20368	000168934	801-78578	N	
0000897069-23-001487	30-SEP-2023	N							VIEWPOINT INVESTMENT PARTNERS CORP	400 3RD AVENUE S.W.	#4301	CALGARY	A0	T2P4H2	13F HOLDINGS REPORT	028-19090			N	
0001847343-23-000004	30-SEP-2023								InTrack Investment Management Inc	1233 SHELBURNE ROAD, SUITE D6B		SOUTH BURLINGTON	VT	05403	13F HOLDINGS REPORT	028-21062	000106450	801-79488	N	
0001843553-23-000004	30-SEP-2023								Ellsworth Advisors, LLC	1764 GEORGETOWN ROAD		HUDSON	OH	44236	13F HOLDINGS REPORT	028-20543	000297464		N	
0001398344-23-019488	30-SEP-2023	N							TOWNSEND ASSET MANAGEMENT CORP /NC/ /ADV	3110 EDWARDS MILL ROAD, STE 150		RALEIGH	NC	27612	13F HOLDINGS REPORT	028-19773	000108216	801-18013	N	
0001665097-23-000011	30-SEP-2023								Index Fund Advisors, Inc.	19200 VON KARMAN AVE.	SUITE 150	IRVINE	CA	92612	13F HOLDINGS REPORT	028-21495	000109143	801-57978	N	
0001767802-23-000004	30-SEP-2023								My Legacy Advisors, LLC	35 NW HAWTHORNE AVE		BEND	OR	97703	13F COMBINATION REPORT	028-22403	000290675	801-112049	N	
0001062993-23-019588	30-SEP-2023	N							ABSOLUTE INVESTMENT ADVISERS, LLC	82 SOUTH BARRETT SQUARE	UNIT 2G	ROSEMARY BEACH	FL	32461	13F HOLDINGS REPORT	028-21391	000132439	801-63488	N	
0001104659-23-110358	30-SEP-2023	N							Camelot Portfolios, LLC	1700 Woodlands Drive	Suite 100	Maumee	OH	43537	13F COMBINATION REPORT	028-15429			N	
0001666256-23-000006	30-SEP-2023								Exane Asset Management	6 RUE MENARS		PARIS	I0	75002	13F HOLDINGS REPORT	028-17192			N	
0001172661-23-003469	30-SEP-2023	N							Hardman Johnston Global Advisors LLC	300 Atlantic Street	Suite 601	Stamford	CT	06901	13F HOLDINGS REPORT	028-05210	000112500	801-23854	N	
0001912297-23-000004	30-SEP-2023								Global Wealth Strategies & Associates	3200 CHERRY CREEK SOUTH DRIVE	SUITE 280	DENVER	CO	80209	13F HOLDINGS REPORT	028-22730	000316072	801-122556	N	
0001172661-23-003468	30-SEP-2023	N							Bill Few Associates, Inc.	107 Mt Nebo Pointe	Suite 200	Pittsburgh	PA	15237	13F HOLDINGS REPORT	028-22352	000133561	801-29235	N	
0001705819-23-000080	30-SEP-2023	N							FULTON BREAKEFIELD BROENNIMAN LLC	4520 East-west Highway	Suite 450	Bethesda	MD	20814	13F HOLDINGS REPORT	028-05863	000108967	801-57836	N	
0001719739-23-000004	30-SEP-2023								Security National Bank	P.O. BOX 31400		OMAHA	NE	68131-9913	13F HOLDINGS REPORT	028-18165			N	
0001703556-23-000007	30-SEP-2023								Ridgewood Investments LLC	623 MORRIS AVENUE		SPRINGFIELD	NJ	07081	13F HOLDINGS REPORT	028-18012			N	
0001581450-23-000004	30-SEP-2023								HSBC GLOBAL ASSET MANAGEMENT (DEUTSCHLAND) GMBH	HANSAALLEE 3		DUESSELDORF	2M	40549	13F NOTICE	028-15547			N	
0001398344-23-019481	30-SEP-2023	N							Coastal Investment Advisors, Inc.	1201 N ORANGE ST STE 729		WILMINGTON	DE	19801	13F HOLDINGS REPORT	028-19535	000134952	801-68000	N	
0001104659-23-110318	30-SEP-2023	N							Atlantic Union Bankshares Corp	4300 Cox Road		Glen Allen	VA	23060	13F HOLDINGS REPORT	028-16124			N	
0001039128-23-000005	30-SEP-2023								HARBOR CAPITAL ADVISORS, INC.	111 S. WACKER DRIVE	SUITE 3400	CHICAGO	IL	60606	13F HOLDINGS REPORT	028-21112			N	
0000950123-23-008903	30-SEP-2023	N							Livforsakringsbolaget Skandia, Omsesidigt	Lindhagensgatan 86		Stockholm	V7	SE-106 55	13F HOLDINGS REPORT	028-14938			N	
0001104659-23-110294	30-SEP-2023	N							G2VP I Associates, LLC	3280 Alpine Road		Portola Valley	CA	94028	13F HOLDINGS REPORT	028-21879			N	
0001104659-23-110290	30-SEP-2023	N							AEGIS FINANCIAL CORP	6862 Elm Street	Suite 830	Mc Lean	VA	22101-3897	13F HOLDINGS REPORT	028-10411	000111587	801-46901	N	
