ACCESSION_NUMBER,REPORTCALENDARORQUARTER,ISAMENDMENT,AMENDMENTNO,AMENDMENTTYPE,CONFDENIEDEXPIRED,DATEDENIEDEXPIRED,DATEREPORTED,REASONFORNONCONFIDENTIALITY,FILINGMANAGER_NAME,FILINGMANAGER_STREET1,FILINGMANAGER_STREET2,FILINGMANAGER_CITY,FILINGMANAGER_STATEORCOUNTRY,FILINGMANAGER_ZIPCODE,REPORTTYPE,FORM13FFILENUMBER,CRDNUMBER,SECFILENUMBER,PROVIDEINFOFORINSTRUCTION5,ADDITIONALINFORMATION,timestamp
0001172661-24-002786,30-JUN-2024,N,,,,,,,"Mustard Seed Financial, LLC",202 S Pine,,Magnolia,AR,71753,13F HOLDINGS REPORT,028-23781,,,N,,2023-10-01
0001907092-24-000004,30-JUN-2024,,,,,,,,"Shore Point Advisors, LLC",402 HIGGINS AVE,,BRIELLE,NJ,08730,13F HOLDINGS REPORT,028-21715,,,N,,2023-10-01
0001722053-24-000004,30-JUN-2024,,,,,,,,"CenterStar Asset Management, LLC",300 SOUTH RIVERSIDE PLAZA,SUITE 2350,CHICAGO,IL,60606,13F HOLDINGS REPORT,028-18266,,,N,,2023-10-01
0001172661-24-002785,31-MAR-2024,Y,1.0,RESTATEMENT,N,,,,"Smead Capital Management, Inc.",2502 East Camelback Road,Suite 210,Phoenix,AZ,85016,13F HOLDINGS REPORT,028-12979,143567.0,801-67839,N,,2023-10-01
0001799425-24-000003,30-JUN-2024,,,,,,,,WealthBridge Investment Counsel Inc.,116 8TH AVENUE SE,200 DOLL BLOCK,CALGARY,A0,T2G0K6,13F HOLDINGS REPORT,028-19679,,,N,,2023-10-01
0001169069-24-000006,30-JUN-2024,,,,,,,,VIKING FUND MANAGEMENT LLC,PO BOX 500,,MINOT,ND,58702-0500,13F HOLDINGS REPORT,028-15008,107927.0,801-56605,N,,2023-10-01
0001766791-24-000011,30-JUN-2024,,,,,,,,Grandview Asset Management LLC,4200 CRUMS MILL ROAD,FLOOR 2,HARRISBURG,PA,17112,13F HOLDINGS REPORT,028-19022,,,N,,2023-10-01
0001104659-24-080112,30-JUN-2024,N,,,,,,,"Acropolis Investment Management, LLC",14567 N Outer Forty Rd,Suite 200,St. Louis,MO,63017,13F HOLDINGS REPORT,028-11847,121307.0,801-61444,N,,2023-10-01
0001911497-24-000003,30-JUN-2024,,,,,,,,"Ulland Investment Advisors, LLC",80 SOUTH 8TH ST.,4550 IDS CENTER,MINNEAPOLIS,MN,55402,13F HOLDINGS REPORT,028-22251,109610.0,,N,,2023-10-01
0001993327-24-000005,30-JUN-2024,,,,,,,,CAPSTONE CAPITAL LLC,2600 PASEO VERDE PKWY,STE 150,HENDERSON,NV,89074,13F HOLDINGS REPORT,028-23523,123764.0,801-108040,N,,2023-10-01
0001611519-24-000003,30-JUN-2024,,,,,,,,PARUS FINANCE (UK) Ltd,100 PALL MALL,,LONDON,X0,SW1Y 5NQ,13F HOLDINGS REPORT,028-16199,,,N,,2023-10-01
0001801892-24-000004,30-JUN-2024,,,,,,,,Future Financial Wealth Managment LLC,7817 COOPER ROAD,STE. D,CINCINNATI,OH,45242,13F HOLDINGS REPORT,028-20546,,,N,,2023-10-01
0001482688-24-000007,30-JUN-2024,N,,,,,,,Sageworth Trust Co,1861 Santa Barbara Drive,,Lancaster,PA,17601,13F COMBINATION REPORT,028-13708,,,N,,2023-10-01
0000866780-24-000003,30-JUN-2024,,,,,,,,TOTH FINANCIAL ADVISORY CORP,608 SOUTH KING STREET,SUITE 300,LEESBURG,VA,20175,13F HOLDINGS REPORT,028-07086,,,N,,2023-10-01
0001871593-24-000008,30-JUN-2024,N,,,,,,,Sageworth Trust Co of South Dakota,225 East 11th Street,Suite 210,Sioux Falls,SD,57104,13F COMBINATION REPORT,028-21296,,,N,,2023-10-01
0001104659-24-080077,30-JUN-2024,N,,,,,,,INDEPENDENT INVESTORS INC,181 Smithtown Blvd,,Nesconset,NY,11767,13F HOLDINGS REPORT,028-05873,105677.0,801-19338,N,,2023-10-01
0001822262-24-000003,30-JUN-2024,,,,,,,,Live Oak Investment Partners,"3103 BEE CAVE ROAD, SUITE 104",,AUSTIN,TX,78746,13F HOLDINGS REPORT,028-23119,304406.0,801-116882,N,,2023-10-01
0001754960-24-000261,30-JUN-2024,,,,,,,,MCIA Inc,"12235 PECOS ST, SUITE 100",,WESTMINSTER,CO,80234,13F HOLDINGS REPORT,028-18140,,,N,,2023-10-01
0000898427-24-000013,31-DEC-2023,Y,1.0,NEW HOLDINGS,,,,,AXA S.A.,25 AVENUE MATIGNON,,PARIS,I0,75008,13F COMBINATION REPORT,028-03570,,,Y,Please contact Anthony Gilsoul (0033144459754) and BOR@axa-im.com with any questions.,2023-10-01
0001598611-24-000004,30-JUN-2024,,,,,,,,Friedenthal Financial,5000 SAGEMORE DRIVE,SUITE 102,MARLTON,NJ,08053,13F HOLDINGS REPORT,028-15722,,,N,,2023-10-01
0001748728-24-000003,30-JUN-2024,,,,,,,,Cox Capital Mgt LLC,10 NEW ENGLAND BUSINESS CENTER DR,SUITE 102,ANDOVER,MA,01810,13F HOLDINGS REPORT,028-18866,,,N,,2023-10-01
0001140361-24-033254,30-JUN-2024,N,,,,,,,BURKE & HERBERT BANK & TRUST CO,PO BOX 113,,ALEXANDRIA,VA,22313,13F HOLDINGS REPORT,028-05313,,,N,,2023-10-01
0001754960-24-000259,30-JUN-2024,,,,,,,,"Kure Advisory, LLC","15600 36TH AVENUE NORTH, SUITE 200",,PLYMOUTH,MN,55446,13F HOLDINGS REPORT,028-23403,311320.0,,N,,2023-10-01
0001754960-24-000256,30-JUN-2024,,,,,,,,HART & PATTERSON FINANCIAL GROUP LLC,19 RESEARCH DRIVE,,AMHERST,MA,01002,13F HOLDINGS REPORT,028-24025,,,N,,2023-10-01
0002009176-24-000004,30-JUN-2024,,,,,,,,"Traveka Wealth, LLC",690 SARATOGA AVE SUITE 100,,SAN JOSE,CA,95129,13F HOLDINGS REPORT,028-23528,,,N,,2023-10-01
0002010858-24-000002,30-JUN-2024,,,,,,,,Maia Wealth LLC,1401 17TH STREET,SUITE 850,DENVER,CO,80202,13F HOLDINGS REPORT,028-23764,292817.0,028-23764,N,,2023-10-01
0001599469-24-000003,30-JUN-2024,,,,,,,,BANK PICTET & CIE (ASIA) LTD,10 MARINA BOULEVARD #22-01 TOWER 2,MARINA BAY FINANCIAL CENTRE,SINGAPORE,U0,-18983,13F HOLDINGS REPORT,028-15822,,,N,,2023-10-01
0000045319-24-000003,30-JUN-2024,,,,,,,,MEYER HANDELMAN CO,800 WESTCHESTER AVE,SUITE S-618,RYE BROOK,NY,10573,13F HOLDINGS REPORT,028-00923,,,N,,2023-10-01
0001754960-24-000254,30-JUN-2024,,,,,,,,"Foguth Wealth Management, LLC.",325 W. MAIN ST.,,BRIGHTON,MI,48116,13F HOLDINGS REPORT,028-24063,,,N,,2023-10-01
0001910168-24-000003,30-JUN-2024,,,,,,,,Ameliora Wealth Management Ltd.,BEETHOVENSTRASSE 19,,ZURICH,V8,8002,13F HOLDINGS REPORT,028-21671,,,N,,2023-10-01
0001754960-24-000253,30-JUN-2024,,,,,,,,"Lauer Wealth, LLC",196 E 112 S,,VALPARAISO,IN,46383,13F HOLDINGS REPORT,028-23239,,,N,,2023-10-01
0001754960-24-000250,30-JUN-2024,,,,,,,,"Mason & Associates, LLC",11827 CANON BOULEVARD,SUITE 204,NEWPORT NEWS,VA,23606,13F HOLDINGS REPORT,028-21425,,,N,,2023-10-01
0001214659-24-012447,30-JUN-2024,N,,,,,,,"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC",505 NORTH HIGHWAY 169 SUITE 900,,PLYMOUTH,MN,55441,13F HOLDINGS REPORT,028-16444,,,N,,2023-10-01
0001754960-24-000249,30-JUN-2024,,,,,,,,"WJ Interests, LLC","2333 TOWN CENTER DRIVE, SUITE 100",,SUGAR LAND,TX,77478,13F HOLDINGS REPORT,028-22624,,,N,,2023-10-01
0001214659-24-012445,30-JUN-2024,N,,,,,,,"NorthCrest Asset Manangement, LLC",505 NORTH HIGHWAY 169 SUITE 900,,PLYMOUTH,MN,55441,13F HOLDINGS REPORT,028-21672,,,N,,2023-10-01
0002011697-24-000003,30-JUN-2024,N,,,,,,,FCG Investment Co,9040 Garden Arbor Drive,Suite 206,Germantown,TN,38138,13F HOLDINGS REPORT,028-23736,308192.0,801-118437,N,,2023-10-01
0001919158-24-000004,30-JUN-2024,N,,,,,,,"Andina Capital Management, LLC",Thanksgiving Business Park,"2600 Executive Parkway, Suite 451",Lehi,UT,84043,13F HOLDINGS REPORT,028-23596,151762.0,801-80633,N,,2023-10-01
0002016899-24-000003,30-JUN-2024,N,,,,,,,"AA Financial Advisors, LLC",150 E Broad St.,Suite 100,Columbus,OH,43215,13F COMBINATION REPORT,028-24043,119829.0,801-125806,N,,2023-10-01
0001398344-24-012672,30-JUN-2024,N,,,,,,,"Ipswich Investment Management Co., Inc.",53 SOUTH MAIN STREET,,IPSWICH,MA,01938,13F HOLDINGS REPORT,028-13506,106625.0,801-26465,N,,2023-10-01
0001950556-24-000003,30-JUN-2024,,,,,,,,Dakota Community Bank & Trust NA,609 MAIN STREET,,HEBRON,ND,58638,13F HOLDINGS REPORT,028-22680,,,N,,2023-10-01
0001398344-24-012670,30-JUN-2024,N,,,,,,,"Smith & Howard Wealth Management, LLC","271 17TH STREET, NW",SUITE 1600,ATLANTA,GA,30363,13F HOLDINGS REPORT,028-14923,109540.0,801-56734,N,,2023-10-01
0001479844-24-000007,30-JUN-2024,,,,,,,,Diversified Trust Co,6075 Poplar Avenue,Suite 850,Memphis,TN,381194717,13F HOLDINGS REPORT,028-13697,,,N,,2023-10-01
0001801846-24-000003,30-JUN-2024,N,,,,,,,Apeiron RIA LLC,10000 N. Central Expressway,Ste. 700,Dallas,TX,75231,13F HOLDINGS REPORT,028-22231,289273.0,801-110974,N,,2023-10-01
0001798172-24-000006,30-JUN-2024,,,,,,,,BCS Wealth Management,801 C SUNSET DRIVE,SUITE 100,JOHNSON CITY,TN,37604,13F HOLDINGS REPORT,028-19823,,,N,,2023-10-01
0001754960-24-000245,30-JUN-2024,,,,,,,,"MOULTON WEALTH MANAGEMENT, INC",1220 N. MULLAN ROAD,,SPOKANE VALLEY,WA,99206,13F HOLDINGS REPORT,028-19648,,,N,,2023-10-01
0001169318-24-000003,30-JUN-2024,,,,,,,,ALBERT D MASON INC,"50 FEDERAL ST., 9TH FLOOR",,BOSTON,MA,02110,13F HOLDINGS REPORT,028-10262,,,N,,2023-10-01
0001894302-24-000004,30-JUN-2024,,,,,,,,SJS Investment Consulting Inc.,6711 MONROE ST,"BUILDING IV, SUITE A",SYLVANIA,OH,43560,13F HOLDINGS REPORT,028-21784,,,N,,2023-10-01
0001746408-24-000002,30-JUN-2024,,,,,,,,Fondsmaeglerselskabet Maj Invest A/S,18 GAMMELTORV,,COPENHAGEN K,G7,G7 1457,13F NOTICE,028-18845,288223.0,801-110563,N,,2023-10-01
0001876496-24-000003,30-JUN-2024,,,,,,,,Border to Coast Pensions Partnership Ltd,"TORONTO SQUARE, TORONTO STREET",FLOOR 5,LEEDS,X0,LS1 2HJ,13F HOLDINGS REPORT,028-21344,,,N,,2023-10-01
0001730525-24-000007,30-JUN-2024,,,,,,,,Maj Invest Holding A/S,18 GAMMELTORV,,COPENHAGEN K,G7,1457,13F HOLDINGS REPORT,028-18842,,,N,,2023-10-01
0001731152-24-000004,30-JUN-2024,,,,,,,,James Hambro & Partners,45 PALL MALL,,LONDON,X0,SW1Y 5JG,13F HOLDINGS REPORT,028-18403,286283.0,,N,,2023-10-01
0002009743-24-000004,30-JUN-2024,,,,,,,,"Noble Family Wealth, LLC",2475 ENTERPRISE RD.,,CLEARWATER,FL,33763,13F HOLDINGS REPORT,028-23229,315152.0,801-121626,N,,2023-10-01
0000950123-24-006585,30-JUN-2024,N,,,,,,,M&G Plc,10 FENCHURCH AVENUE,,London,X0,EC3M 5AG,13F HOLDINGS REPORT,028-24119,,,N,,2023-10-01
0000950123-24-006583,30-JUN-2024,N,,,,,,,M&G Investments (USA) Inc.,30 SOUTH WACKER DRIVE,SUITE 3750,CHICAGO,IL,60606,13F NOTICE,028-24108,,,N,,2023-10-01
0000950123-24-006582,30-JUN-2024,N,,,,,,,M&G INVESTMENT MANAGEMENT LTD,10 Fenchurch Avenue,,London,X0,EC3M 5AG,13F NOTICE,028-03513,,,N,,2023-10-01
0001991983-24-000003,30-JUN-2024,,,,,,,,"SILVIA MCCOLL WEALTH MANAGEMENT, LLC",600 W BROADWAY,SUITE 2625,SAN DIEGO,CA,92101,13F HOLDINGS REPORT,028-23379,295339.0,801-113331,N,,2023-10-01
0001754960-24-000242,30-JUN-2024,,,,,,,,KENNICOTT CAPITAL MANAGEMENT LLC,73 VIA LA BRISA,,LARKSPUR,CA,94939,13F HOLDINGS REPORT,028-21262,,,N,,2023-10-01
0001966040-24-000004,30-JUN-2024,,,,,,,,"BBJS FINANCIAL ADVISORS, LLC",15501 4TH AVE STE 2880,,SEATTLE,WA,98101,13F HOLDINGS REPORT,028-23145,115969.0,801-121432,N,,2023-10-01
0001754960-24-000241,30-JUN-2024,,,,,,,,EWG Elevate Inc.,1075 CREEKSIDE RIDGE DR #150,,ROSEVILLE,CA,95678,13F HOLDINGS REPORT,028-19696,,,N,,2023-10-01
0001420506-24-001110,30-JUN-2024,N,,,,,,,Gemmer Asset Management LLC,1655 NORTH MAIN STREET,SUITE 360,WALNUT CREEK,CA,94596,13F HOLDINGS REPORT,028-16189,109034.0,801-56517,N,,2023-10-01
0001376474-24-000315,30-JUN-2024,,,,,,,,"Independence Asset Advisors, LLC","308 E. LANCASTER AVENUE, SUITE 305",,"WYNNEWOOD,",PA,19096,13F COMBINATION REPORT,028-23624,,,N,,2023-10-01
0001900409-24-000003,30-JUN-2024,,,,,,,,"Agate Pass Investment Management, LLC",400 WINSLOW WAY E,#220,BAINBRIDGE ISLAND,WA,98110,13F HOLDINGS REPORT,028-21471,155049.0,801-115003,N,,2023-10-01
0001998269-24-000003,30-JUN-2024,,,,,,,,Peoples Bank/KS,222 S. MAIN,,PRATT,KS,67124,13F HOLDINGS REPORT,028-23411,,,N,,2023-10-01
0001991301-24-000005,30-JUN-2024,,,,,,,,"Sterling Financial Group, Inc.",201 S LAKE AVE,STE 500,PASADENA,CA,91101,13F HOLDINGS REPORT,028-23377,300327.0,801-114827,N,,2023-10-01
0001172661-24-002778,30-JUN-2024,N,,,,,,,"Stordahl Capital Management, Inc.",8400 EAST CRESCENT PARKWAY,SUITE 420,GREENWOOD VILLAGE,CO,80111,13F HOLDINGS REPORT,028-18335,287916.0,801-110611,N,,2023-10-01
0001172661-24-002776,30-JUN-2024,N,,,,,,,"AHL INVESTMENT MANAGEMENT, INC.",427 S. New York Ave,Suite 202,Winter Park,FL,32789,13F HOLDINGS REPORT,028-21581,120593.0,801-121430,N,,2023-10-01
0001616004-24-000005,30-JUN-2024,,,,,,,,S. R. Schill & Associates,"2448 76TH AVE SE, SUITE 107",,MERCER ISLAND,WA,98040,13F HOLDINGS REPORT,028-16358,105864.0,801-30972,N,,2023-10-01
0001172661-24-002772,30-JUN-2024,N,,,,,,,"Andrew Hill Investment Advisors, Inc.",4081 Tamiami Trail North,Suite C-105,Naples,FL,34103,13F HOLDINGS REPORT,028-21493,141590.0,801-121563,N,,2023-10-01
0000950123-24-006573,30-JUN-2024,N,,,,,,,"Fifth Third Securities, Inc. ",38 Fountain Square Plaza,MD 1090AM,Cincinnati,OH,45263,13F HOLDINGS REPORT,028-19362,628.0,801-63623,N,,2023-10-01
0001172661-24-002770,30-JUN-2024,N,,,,,,,Lionsbridge Wealth Management LLC,1514 Roberts Drive,,Jacksonville Beach,FL,32250,13F HOLDINGS REPORT,028-20159,149019.0,801-113258,N,,2023-10-01
0001172661-24-002769,30-JUN-2024,N,,,,,,,MATRIX ASSET ADVISORS INC/NY,10 Bank Street,Suite 590,White Plains,NY,10606,13F HOLDINGS REPORT,028-05690,107408.0,801-36872,N,,2023-10-01
0001172661-24-002768,30-JUN-2024,N,,,,,,,AMERICAN ASSET MANAGEMENT INC.,225 Ne Mizner Blvd.,Suite 540,Boca Raton,FL,33432,13F HOLDINGS REPORT,028-15441,123116.0,801-61586,N,,2023-10-01
0001453620-24-000008,30-JUN-2024,,,,,,,,Cohen Klingenstein LLC,1410 BROADWAY,SUITE 1701,NEW YORK,NY,10018,13F HOLDINGS REPORT,028-13338,148428.0,801-69612,N,,2023-10-01
0001172661-24-002767,30-JUN-2024,N,,,,,,,"ASPIRIANT, LLC",50 California Street,Suite 2600,San Francisco,CA,94111,13F HOLDINGS REPORT,028-13064,146720.0,801-68987,N,,2023-10-01
0001172661-24-002766,30-JUN-2024,N,,,,,,,Herbein Financial Group,2813 Route 611,P.o. Box 531,Tannersville,PA,18372,13F NOTICE,028-23342,322194.0,801-126422,N,,2023-10-01
0001172661-24-002764,30-JUN-2024,N,,,,,,,"Northeast Financial Group, Inc.",Po Box 531,,Tannersville,PA,18372,13F HOLDINGS REPORT,028-23341,122609.0,801-78187,N,,2023-10-01
0001172661-24-002763,30-JUN-2024,N,,,,,,,"Ballast, Inc.",400 East Vine Street,Suite 400,Lexington,KY,40507,13F HOLDINGS REPORT,028-18348,152695.0,801-79651,N,,2023-10-01
0001172661-24-002762,30-JUN-2024,N,,,,,,,"Walker Financial Services, Inc.",2451 Industrial Dr,,Bowling Green,KY,42101-4082,13F HOLDINGS REPORT,028-23217,145457.0,801-120466,N,,2023-10-01
0001104659-24-079866,30-JUN-2024,N,,,,,,,PARK NATIONAL CORP /OH/,P O Box 3500,,Newark,OH,43058-3500,13F HOLDINGS REPORT,028-10278,,,N,,2023-10-01
0001596920-24-000004,30-JUN-2024,,,,,,,,"D. SCOTT NEAL, INC.",P.O. BOX 2010,,LEXINGTON,KY,40588,13F HOLDINGS REPORT,028-15681,,,N,,2023-10-01
0001596355-24-000003,30-JUN-2024,,,,,,,,"Asset Management Advisors, LLC",6307 WATERFORD BLVD,SUITE 200,OKLAHOMA CITY,OK,73118,13F HOLDINGS REPORT,028-15685,111309.0,,N,,2023-10-01
0001437749-24-022732,30-JUN-2024,,,,,,,,"Aspire Private Capital, LLC",19410 JETTON RD SUITE 110,,Cornelius,NC,28031,13F HOLDINGS REPORT,028-19206,,,N,,2023-10-01
0001085146-24-003013,30-JUN-2024,N,,,,,,,"PATRIOT INVESTMENT MANAGEMENT GROUP, INC.","9721 COGDILL ROAD, SUITE 101",,KNOXVILLE,TN,37932,13F HOLDINGS REPORT,028-19483,112155.0,801-55500,N,,2023-10-01
0001563634-24-000004,30-JUN-2024,,,,,,,,Pachira Investments Inc.,24941 DANA POINT HARBOR DRIVE,SUITE C210,DANA POINT,CA,92629,13F HOLDINGS REPORT,028-17600,,,N,,2023-10-01
0001172661-24-002760,30-JUN-2024,N,,,,,,,BRAVE ASSET MANAGEMENT INC,47 Summit Ave,,Summit,NJ,07901,13F HOLDINGS REPORT,028-15792,108512.0,801-42617,N,,2023-10-01
0001085146-24-003005,30-JUN-2024,N,,,,,,,"RFG Holdings, Inc.","130 Old Town Blvd., S, Ste. 200",,Argyle,TX,76226,13F HOLDINGS REPORT,028-20634,173862.0,801-112697,N,,2023-10-01
0001214659-24-012393,30-JUN-2024,N,,,,,,,"Occidental Asset Management, LLC",301 California Dr. #9,,Burlingame,CA,94010,13F HOLDINGS REPORT,028-19444,,,N,,2023-10-01
0001427372-24-000006,30-JUN-2024,,,,,,,,"Gibson Capital, LLC","6600 BROOKTREE COURT, SUITE 2200",,WEXFORD,PA,15090,13F HOLDINGS REPORT,028-12998,148836.0,801-69774,N,,2023-10-01
0001172661-24-002759,30-JUN-2024,N,,,,,,,"D.B. Root & Company, LLC",436 Seventh Avenue,Suite 2800,Pittsburgh,PA,15219,13F HOLDINGS REPORT,028-18659,188512.0,801-106632,N,,2023-10-01
0001221073-24-000052,30-JUN-2024,N,,,,,,,"Financial Partners Group, LLC",607 COMMONS DRIVE,,GALLATIN,TN,37066,13F HOLDINGS REPORT,028-22883,165856.0,801-77574,N,,2023-10-01
0001221073-24-000051,30-JUN-2024,N,,,,,,,"Crown Oak Advisors, LLC",10 SCENIC AVENUE,,PIEDMONT,CA,94611,13F HOLDINGS REPORT,028-23548,309749.0,801-128309,N,,2023-10-01
0001221073-24-000050,30-JUN-2024,N,,,,,,,"Signature Wealth Management Partners, LLC",85 CHESTNUT RIDGE ROAD,SUITE 201,MONTVALE,NJ,07645,13F HOLDINGS REPORT,028-20996,,,N,,2023-10-01
0001085146-24-002984,30-JUN-2024,N,,,,,,,"Emerald Advisors, LLC",3055 112TH AVENUE NE,SUITE 206,BELLEVUE,WA,98004,13F HOLDINGS REPORT,028-19864,305125.0,801-117515,N,,2023-10-01
0001085146-24-002983,30-JUN-2024,N,,,,,,,Terra Nova Asset Management LLC,777 THIRD AVENUE,,NEW YORK,NY,10017,13F HOLDINGS REPORT,028-17051,111676.0,801-55603,N,,2023-10-01
0001085146-24-002982,30-JUN-2024,N,,,,,,,"Sequoia Financial Advisors, LLC",3500 Embassy Parkway,,Akron,OH,44333,13F HOLDINGS REPORT,028-15819,,,N,,2023-10-01
0001085146-24-002981,30-JUN-2024,N,,,,,,,"Werlinich Asset Management, LLC",746 RIVERBANK RD.,,STAMFORD,CT,06903,13F HOLDINGS REPORT,028-23437,,,N,,2023-10-01
0001085146-24-002980,30-JUN-2024,N,,,,,,,"Trinity Wealth Management, LLC",1000 WESTLAKES DRIVE,SUITE 275,BERWYN,PA,19312,13F HOLDINGS REPORT,028-20184,169216.0,801-114053,N,,2023-10-01
0001085146-24-002979,30-JUN-2024,N,,,,,,,"Alpha Cubed Investments, LLC","18301 VON KARMAN AVE,",SUITE 900,IRVINE,CA,92612,13F HOLDINGS REPORT,028-16098,159347.0,801-77372,N,,2023-10-01
0001736666-24-000003,30-JUN-2024,,,,,,,,Signature Wealth Management Group,3625 CUMBERLAND BLVD.,SUITE 1485,ATLANTA,GA,30339,13F HOLDINGS REPORT,028-18713,,,N,,2023-10-01
0001085146-24-002978,30-JUN-2024,N,,,,,,,Advisor Resource Council,15110 DALLAS PARKWAY,SUITE 500,DALLAS,TX,75248,13F HOLDINGS REPORT,028-21337,,,N,,2023-10-01
0001085146-24-002977,30-JUN-2024,N,,,,,,,"PCG Wealth Advisors, LLC",5700 W 112TH ST,STE 120,OVERLAND PARK,KS,66211,13F HOLDINGS REPORT,028-21744,290977.0,801-112183,N,,2023-10-01
0001085146-24-002976,30-JUN-2024,N,,,,,,,"LVW Advisors, LLC",67B MONROE AVE.,,PITTSFORD,NY,14534,13F HOLDINGS REPORT,028-16749,159403.0,801-72830,N,,2023-10-01
0001085146-24-002975,30-JUN-2024,N,,,,,,,Strong Tower Advisory Services,333 SOUTH 7TH STREET,SUITE 2100,MINNEAPOLIS,MN,55402,13F HOLDINGS REPORT,028-21387,315106.0,801-121575,N,,2023-10-01
0001085146-24-002974,30-JUN-2024,N,,,,,,,Nepsis Inc.,8674 Eagle Creek Circle,,Minneapolis,MN,55378,13F HOLDINGS REPORT,028-15765,,801-67023,N,,2023-10-01
0001085146-24-002973,30-JUN-2024,N,,,,,,,"Pavion Blue Capital, LLC",23 CORPORATE PLAZA DRIVE,SUITE 150,NEWPORT BEACH,CA,92660,13F HOLDINGS REPORT,028-19716,,,N,,2023-10-01
0000752365-24-000003,30-JUN-2024,,,,,,,,WALTER & KEENAN WEALTH MANAGEMENT LLC /IN/ /ADV,202 S. MICHIGAN,SUITE 910,SOUH BEND,IN,46601,13F HOLDINGS REPORT,028-16127,104838.0,801-22367,N,,2023-10-01
0001085146-24-002972,30-JUN-2024,N,,,,,,,Financial Designs Corp,540 W BASELINE RD STE 10,,CLAREMONT,CA,91711-1612,13F HOLDINGS REPORT,028-23192,14829.0,801-49374,N,,2023-10-01
0001085146-24-002971,30-JUN-2024,N,,,,,,,"Guardian Asset Advisors, LLC",5000 RITTER RD,SUITE 202-GAA,MECHANICSBURG,PA,17055,13F HOLDINGS REPORT,028-24095,144958.0,801-120536,N,,2023-10-01
0001085146-24-002970,30-JUN-2024,N,,,,,,,CAAS CAPITAL MANAGEMENT LP,800 THIRD AVE 26TH FLOOR,,NEW YORK,NY,10022,13F HOLDINGS REPORT,028-20274,306096.0,801-117803,N,,2023-10-01
0001085146-24-002969,30-JUN-2024,N,,,,,,,"CHATHAM CAPITAL GROUP, INC.","6602 ABERCORN ST, SUITE 100",,SAVANNAH,GA,31405,13F HOLDINGS REPORT,028-05657,,,N,,2023-10-01
0001085146-24-002968,30-JUN-2024,N,,,,,,,"Sterling Group Wealth Management, LLC",225 S. LAKE AVENUE,SUITE 1075,PASADENA,CA,91101-3005,13F HOLDINGS REPORT,028-23132,111782.0,801-77006,N,,2023-10-01
0001085146-24-002967,30-JUN-2024,N,,,,,,,FLC Capital Advisors,44750 VILLAGE COURT,,PALM DESERT,CA,92260,13F HOLDINGS REPORT,028-19079,,,N,,2023-10-01
0001085146-24-002966,30-JUN-2024,N,,,,,,,"Diligent Investors, LLC",132 WEST RAMSEY STREET,,BANNING,CA,92220,13F HOLDINGS REPORT,028-16635,,,N,,2023-10-01
0001085146-24-002965,30-JUN-2024,N,,,,,,,"MorganRosel Wealth Management, LLC",1805 SHEA CENTER DR.,SUITE 420,HIGHLANDS RANCH,CO,80129,13F HOLDINGS REPORT,028-19340,,,N,,2023-10-01
0001085146-24-002964,30-JUN-2024,N,,,,,,,"Quantum Financial Advisors, LLC",222 N. PACIFIC COAST HIGHWAY,FLOOR 10,EL SEGUNDO,CA,90254,13F HOLDINGS REPORT,028-22627,,,N,,2023-10-01
0001085146-24-002963,30-JUN-2024,N,,,,,,,Dynamic Advisor Solutions LLC,2415 EAST CAMELBACK RD SUITE 700,,PHOENIX,AZ,85016,13F HOLDINGS REPORT,028-15808,,,N,,2023-10-01
0001085146-24-002962,30-JUN-2024,N,,,,,,,"Guardian Financial Partners, LLC",635 EAST CHAPMAN AVENUE,,ORANGE,CA,92866,13F HOLDINGS REPORT,028-21459,,,N,,2023-10-01
0001085146-24-002961,30-JUN-2024,N,,,,,,,"Transform Wealth, LLC",6400 S. FIDDLERS GREEN CIRCLE,SUITE 1600,GREENWOOD VILLAGE,CO,80111,13F HOLDINGS REPORT,028-17533,283403.0,801-107796,N,,2023-10-01
0001703383-24-000003,30-JUN-2024,,,,,,,,"Pinnacle Bancorp, Inc.",523 COURT STREET,,BEATRICE,NE,68310,13F HOLDINGS REPORT,028-18006,,,N,,2023-10-01
0002011215-24-000004,30-JUN-2024,,,,,,,,"VOISARD ASSET MANAGEMENT GROUP, INC.","99 MONROE AVE, NW",SUITE 504,GRAND RAPIDS,MI,49503,13F HOLDINGS REPORT,028-23979,,,N,,2023-10-01
0001861158-24-000009,30-JUN-2024,,,,,,,,"Ashford Advisors, LLC",30 B GROVE STREET,,PITTSFORD,NY,14534,13F HOLDINGS REPORT,028-21184,114238.0,801-60563,N,,2023-10-01
0001085146-24-002958,30-JUN-2024,N,,,,,,,White Lighthouse Investment Management Inc.,5 DUTTON LANE,,BEDFORD,MA,01730,13F HOLDINGS REPORT,028-18193,108030.0,801-79053,N,,2023-10-01
0001352675-24-000003,30-JUN-2024,,,,,,,,Bangor Savings Bank,24 HAMLIN WAY,,BANGOR,ME,04401,13F HOLDINGS REPORT,028-11702,,,N,,2023-10-01
0001130344-24-000004,30-JUN-2024,,,,,,,,FIRST COMMUNITY TRUST NA,3385 HILLCREST RD STE 100,,DUBUQUE,IA,52002,13F HOLDINGS REPORT,028-22256,,,N,,2023-10-01
